week,event_key,model,accuracy,num_matches
7,2025hop,random_forest,0.6524822695035462,141
7,2025joh,random_forest,0.7285714285714285,140
7,2025mil,random_forest,0.6808510638297872,141
7,2025new,random_forest,0.7285714285714285,140
7,2025arc,log_reg,0.7,140
7,2025cmptx,log_reg,0.6875,16
7,2025cur,log_reg,0.7902097902097902,143
7,2025dal,log_reg,0.7,140
7,2025gal,log_reg,0.7,140
7,2025hop,log_reg,0.6524822695035462,141
7,2025joh,log_reg,0.7571428571428571,140
7,2025mil,log_reg,0.6879432624113475,141
7,2025new,log_reg,0.7357142857142858,140
