address,city,country,district,division_keys,end_date,event_code,event_type,event_type_string,first_event_code,first_event_id,gmaps_place_id,gmaps_url,key,lat,lng,location_name,name,parent_event_key,playoff_type,playoff_type_string,postal_code,remap_teams,short_name,start_date,state_prov,timezone,webcasts,website,week,year
"400 Wright Rd, Howell, MI 48843, USA",Howell,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-04-02,mihow,1,District,mihow,17413,ChIJN2g4qPRHI4gReOm1Nd0HQYI,https://maps.google.com/?cid=9385791745087105400,2016mihow,42.565648,-83.9274081,Parker Middle School,FIM District - Howell Event,,,,48843,,Howell,2016-03-31,MI,America/New_York,"[{'channel': '1pmLj4287Ss', 'type': 'youtube'}, {'channel': '<iframe src=""http://iframe.dacast.com/b/66716/c/219330"" width=""100%"" height=""100%"" frameborder=""0"" scrolling=""no"" allowfullscreen webkitallowfullscreen mozallowfullscreen oallowfullscreen msallowfullscreen></iframe>', 'type': 'iframe'}]",http://www.firstinmichigan.org,5.0,2016
"1700 University Ave, Flint, MI 48504, USA",Flint,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-03-12,mike2,1,District,mike2,20823,ChIJLx7Nx2SCI4gRzW8R94I3pEw,https://maps.google.com/?cid=5522600078693461965,2016mike2,43.0114011,-83.712981,Kettering University,FIM District - Kettering University Event #2,,,,48504,,Kettering University,2016-03-10,MI,America/New_York,"[{'channel': 'firstinmichigan2', 'type': 'twitch'}]",http://www.firstinmichigan.org,2.0,2016
"6230 Kalamazoo Ave SE, Kentwood, MI 49508, USA",Kentwood,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-04-02,miken,1,District,miken,17511,ChIJgTnRL5-0GYgR44ws4OU6u_8,https://maps.google.com/?cid=18427387059299454179,2016miken,42.85077099999999,-85.6185354,East Kentwood High School,FIM District - East Kentwood Event,,,,49508,,East Kentwood,2016-03-31,MI,America/New_York,"[{'channel': '<iframe src=""http://iframe.dacast.com/b/66716/c/219328"" width=""100%"" height=""100%"" frameborder=""0"" scrolling=""no"" allowfullscreen webkitallowfullscreen mozallowfullscreen oallowfullscreen msallowfullscreen></iframe>', 'type': 'iframe'}]",http://www.firstinmichigan.org,5.0,2016
"1700 University Ave, Flint, MI 48504, USA",Flint,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-03-05,miket,1,District,miket,17389,ChIJLx7Nx2SCI4gRzW8R94I3pEw,https://maps.google.com/?cid=5522600078693461965,2016miket,43.0114011,-83.712981,Kettering University,FIM District - Kettering University Event #1,,,,48504,,Kettering University,2016-03-03,MI,America/New_York,"[{'channel': 'firstinmichigan2', 'type': 'twitch'}]",http://www.firstinmichigan.org,1.0,2016
"15060 Helmer Rd S, Battle Creek, MI 49015, USA",Battle Creek,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-03-12,milak,1,District,milak,21445,ChIJj42hmX7tF4gRk0O5-hxRbsE,https://maps.google.com/?cid=13938167081665643411,2016milak,42.2916379,-85.2355157,Lakeview High School,FIM District - Lakeview Event,,,,49015,,Lakeview,2016-03-10,MI,America/New_York,"[{'channel': 'firstinmichigan3', 'type': 'twitch'}]",http://www.firstinmichigan.org,2.0,2016
"1001 S Barnes St, Mason, MI 48854, USA",Mason,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-03-26,milan,1,District,milan,17493,ChIJHf0B-gDQIogRWDx3YpO4CCA,https://maps.google.com/?cid=2308297752179063896,2016milan,42.570886,-84.4353129,Mason High School,FIM District - Lansing Event,,,,48854,,Lansing,2016-03-24,MI,America/New_York,"[{'channel': 'firstinmichigan4', 'type': 'twitch'}]",http://www.firstinmichigan.org,4.0,2016
"8900 N Newburgh Rd, Livonia, MI 48150, USA",Livonia,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-03-26,miliv,1,District,miliv,17411,ChIJYyV2LExNO4gRHUJMhtDihMM,https://maps.google.com/?cid=14088634919555973661,2016miliv,42.355419,-83.4085504,Churchill High School,FIM District - Livonia Event,,,,48150,,Livonia,2016-03-24,MI,America/New_York,"[{'channel': 'FIRSTinMichigan3', 'type': 'twitch'}, {'channel': '1pmLj4287Ss', 'type': 'youtube'}]",http://www.firstinmichigan.org,4.0,2016
"650 W Easterday Ave, Sault Ste. Marie, MI 49783, USA",Sault Ste. Marie,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-04-02,milsu,1,District,milsu,21907,ChIJL4qWeHY5Nk0RU8FM-RSVZSU,https://maps.google.com/?cid=2694723869365551443,2016milsu,46.49307719999999,-84.36381120000001,Lake Superior State University,FIM District - Lake Superior State University Event,,,,49783,,Lake Superior State University,2016-03-31,MI,America/New_York,"[{'channel': '<iframe src=""http://iframe.dacast.com/b/66716/c/219332"" height=""100%"" width=""100%"" frameborder=""0"" scrolling=""no"" allowfullscreen webkitallowfullscreen mozallowfullscreen oallowfullscreen msallowfullscreen></iframe>', 'type': 'iframe'}]",http://www.firstinmichigan.org,5.0,2016
"E., 555 Huron Blvd, Marysville, MI 48040, USA",Marysville,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-03-26,mimar,1,District,mimar,17451,ChIJqdzovAp2JYgRr1iyOu4Lupc,https://maps.google.com/?cid=10933064163210188975,2016mimar,42.9111587,-82.47544959999999,Marysville High School,FIM District - Marysville Event,,,,48040,,Marysville,2016-03-24,MI,America/New_York,"[{'channel': 'firstinmichigan2', 'type': 'twitch'}]",http://www.firstinmichigan.org,4.0,2016
"3901 N Saginaw Rd, Midland, MI 48640, USA",Midland,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-03-19,mimid,1,District,mimid,17489,ChIJ9zjk_q0qIogRJjWuGPWQ8Go,https://maps.google.com/?cid=7705818344786375974,2016mimid,43.6407382,-84.2754104,H. H. Dow High School,FIM District - Midland Event,,,,48640,,Midland,2016-03-17,MI,America/New_York,"[{'channel': 'firstinmichigan3', 'type': 'twitch'}]",http://www.firstinmichigan.org,3.0,2016
"Michigan, USA",Michigan,USA,,[],2016-07-23,mirc,99,Offseason,,10926,ChIJEQTKxz2qTE0Rs8liellI3Zc,"https://maps.google.com/?q=Michigan,+USA&ftid=0x4d4caa3dc7ca0411:0x97dd48597a62c9b3",2016mirc,44.3148443,-85.60236429999999,,ROBO-CON Festival of Robotics and STEM Learning,,,,,,ROBO-CON,2016-07-23,MI,America/New_York,[],,,2016
"2521 Stadium Dr, St Joseph, MI 49085, USA",Saint Joseph,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-03-12,misjo,1,District,misjo,17409,ChIJCVkXmw7EEIgRxoMdcmN8zUo,https://maps.google.com/?cid=5390101095590495174,2016misjo,42.089441,-86.492801,St. Joseph High School,FIM District - St. Joseph Event,,,,49085,,St. Joseph,2016-03-10,MI,America/New_York,"[{'channel': 'firstinmichigan', 'type': 'twitch'}]",http://www.firstinmichigan.org,2.0,2016
"24675 Lahser Rd, Southfield, MI 48033, USA",Southfield,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-03-05,misou,1,District,misou,17329,ChIJn9k0VTK2JIgRE0IG0hC3nFw,https://maps.google.com/?cid=6673410030727217683,2016misou,42.4694756,-83.2633032,Southfield High School for the Arts &Technology,FIM District - Southfield Event,,,,48033,,Southfield,2016-03-03,MI,America/New_York,"[{'channel': 'firstinmichigan', 'type': 'twitch'}]",http://www.firstinmichigan.org,1.0,2016
"2401 Grove Street Rd, Standish, MI 48658, USA",Standish,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-03-05,mista,1,District,mista,17515,ChIJjxHtcnIWIYgRvEhBePYpnEI,https://maps.google.com/?cid=4799757441426344124,2016mista,44.01417960000001,-83.9549559,Standish-Sterling Central High School,FIM District - Standish-Sterling Event,,,,48658,,Standish-Sterling,2016-03-03,MI,America/New_York,"[{'channel': 'firstinmichigan4', 'type': 'twitch'}]",http://www.firstinmichigan.org,1.0,2016
"4333 John R Rd, Troy, MI 48085, USA",Troy,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-04-02,mitry,1,District,mitry,17393,ChIJRw3ByHzDJIgRpoLCxdpt5ko,https://maps.google.com/?cid=5397121989838275238,2016mitry,42.58196649999999,-83.11195029999999,Athens High School,FIM District - Troy Event,,,,48085,,Troy,2016-03-31,MI,America/New_York,"[{'channel': '<iframe src=""http://iframe.dacast.com/b/66716/c/219331"" width=""100%"" height=""100%"" frameborder=""0"" scrolling=""no"" allowfullscreen webkitallowfullscreen mozallowfullscreen oallowfullscreen msallowfullscreen></iframe>', 'type': 'iframe'}]",http://www.firstinmichigan.org,5.0,2016
"1150 Milliken Dr, Traverse City, MI 49686, USA",Traverse City,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-04-09,mitvc,1,District,mitvc,17387,ChIJF3eko6fSH4gRU-Ry2cSJ7I4,https://maps.google.com/?cid=10298757926444262483,2016mitvc,44.76894859999999,-85.58806659999999,Traverse City Central High School,FIM District - Traverse City Event,,,,49686,,Traverse City,2016-04-07,MI,America/New_York,"[{'channel': '<iframe src=""http://iframe.dacast.com/b/66716/c/219328"" width=""100%"" height=""100%"" frameborder=""0"" scrolling=""no"" allowfullscreen webkitallowfullscreen mozallowfullscreen oallowfullscreen msallowfullscreen></iframe>', 'type': 'iframe'}]",http://www.firstinmichigan.org,6.0,2016
"1151 Scott Lake Rd, Waterford Twp, MI 48328, USA",Waterford Township,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-03-05,miwat,1,District,miwat,17491,ChIJ2-4mm3G9JIgRDosg0swmCIs,https://maps.google.com/?cid=10018300032226200334,2016miwat,42.6564663,-83.3490497,Waterford Mott High School,FIM District - Waterford Event,,,,48328,,Waterford,2016-03-03,MI,America/New_York,"[{'channel': 'firstinmichigan3', 'type': 'twitch'}]",http://www.firstinmichigan.org,1.0,2016
"1 Campus Dr, Allendale, MI 49401, USA",Allendale Charter Township,USA,"{'abbreviation': 'fim', 'display_name': 'FIRST in Michigan', 'key': '2016fim', 'year': 2016}",[],2016-03-26,miwmi,1,District,miwmi,17369,ChIJjzmdDB-jGYgR-jLs4LNnA-o,https://maps.google.com/?cid=16862435452075651834,2016miwmi,42.9639355,-85.8889465,Grand Valley State University,FIM District - West Michigan Event,,,,49401,,West Michigan,2016-03-24,MI,America/New_York,"[{'channel': 'firstinmichigan', 'type': 'twitch'}]",http://www.firstinmichigan.org,4.0,2016
"350 Harbor Dr, Duluth, MN 55802, USA",Duluth,USA,,[],2016-03-05,mndu,0,Regional,mndu,17403,ChIJaTNyg5NSrlIRB45Mfkoq8Oc,https://maps.google.com/?cid=16712904716606803463,2016mndu,46.78126760000001,-92.09950649999999,Duluth Entertainment Convention Center,Lake Superior Regional,,,,55802,,Lake Superior,2016-03-02,MN,America/Chicago,"[{'channel': '<iframe src=""http://iframe.dacast.com/b/66716/c/219332"" frameborder=""0"" scrolling=""no"" allowfullscreen webkitallowfullscreen mozallowfullscreen oallowfullscreen msallowfullscreen></iframe>', 'type': 'iframe'}]",http://www.mnfirst.org,1.0,2016
"350 Harbor Dr, Duluth, MN 55802, USA",Duluth,USA,,[],2016-03-05,mndu2,0,Regional,mndu2,17435,ChIJaTNyg5NSrlIRB45Mfkoq8Oc,https://maps.google.com/?cid=16712904716606803463,2016mndu2,46.78126760000001,-92.09950649999999,Duluth Entertainment Convention Center,Northern Lights Regional,,,,55802,,Northern Lights,2016-03-02,MN,America/Chicago,"[{'channel': 'http://128.102.195.28:8081/live2/LIVE2/playlist.m3u8', 'type': 'html5'}]",http://www.mnfirst.org,1.0,2016
"Minnesota, USA",Minnesota,USA,,[],2016-07-30,mngggt,99,Offseason,,10341,ChIJmwt4YJpbWE0RD6L-EJvJogI,"https://maps.google.com/?q=Minnesota,+USA&ftid=0x4d585b9a60780b9b:0x2a2c99b10fea20f",2016mngggt,46.729553,-94.6858998,,Gitchi Gummi Get Together,,,,,,,2016-07-29,MN,America/Chicago,"[{'channel': 'k_PWI7Vvaeg', 'type': 'youtube'}]",,,2016
"1925 University Ave SE, Minneapolis, MN 55455, USA",Minneapolis,USA,,[],2016-04-09,mnmi,0,Regional,mnmi,17377,ChIJP7rCnhkts1IR4BLUQGfDsng,https://maps.google.com/?cid=8697228678642537184,2016mnmi,44.976988,-93.22829800000001,Williams Arena and Sports Pavilion,Minnesota 10000 Lakes Regional,,,,55455,,Minnesota 10000 Lakes,2016-04-06,MN,America/Chicago,"[{'channel': 'knightkrawler2052', 'type': 'twitch'}, {'channel': 'F4tyN65nA4g', 'type': 'youtube'}, {'channel': 'jG8UmxeD3A0', 'type': 'youtube'}, {'channel': 'st90uThWrlM', 'type': 'youtube'}, {'channel': 'http://128.102.195.28:8081/live3/LIVE3/playlist.m3u8', 'type': 'html5'}]",http://www.mnfirst.org,6.0,2016
"1901 4th St SE, Minneapolis, MN 55455, USA",Minneapolis,USA,,[],2016-04-09,mnmi2,0,Regional,mnmi2,17383,ChIJlxYc1Bsts1IRWDKAmJXi3QQ,https://maps.google.com/?cid=350685478141309528,2016mnmi2,44.9781197,-93.22802659999999,Mariucci Arena,Minnesota North Star Regional,,,,55455,,Minnesota North Star,2016-04-06,MN,America/Chicago,"[{'channel': 'fightingcalculators', 'type': 'twitch'}]",http://www.mnfirst.org,6.0,2016
"1240 County Road B2 W, Roseville, MN 55113, USA",Roseville,USA,,[],2016-10-15,mnri,99,Offseason,,11481,ChIJ7S3YPLYrs1IRhDm0meYgfSY,https://maps.google.com/?cid=2773409120323385732,2016mnri,45.012015,-93.15209399999999,Roseville Area High School,Minnesota Robotics Invitational,,,,55113,,,2016-10-15,MN,America/Chicago,"[{'channel': 'ynYgWie1toI', 'type': 'youtube'}]",http://firebears.org/?page_id=375,,2016
"1901 4th St SE, Minneapolis, MN 55455, USA",Minneapolis,USA,,[],2016-05-21,mnsc,99,Offseason,,,ChIJlxYc1Bsts1IRWDKAmJXi3QQ,https://maps.google.com/?cid=350685478141309528,2016mnsc,44.9781197,-93.22802659999999,Mariucci Arena,Minnesota State High School League State Championships,,,,55455,,Minnesota State High School League State Championships,2016-05-21,MN,America/Chicago,[],http://www.mshsl.org/mshsl/robotics.asp,,2016
"Missouri, USA",Missouri,USA,,[],2016-10-01,mogw,99,Offseason,,11246,ChIJfeMiSNXmwIcRcr1mBFnEW7U,"https://maps.google.com/?q=Missouri,+USA&ftid=0x87c0e6d54822e37d:0xb55bc4590466bd72",2016mogw,37.9642529,-91.8318334,,Gateway Robotics Challenge,,,,,,,2016-10-01,MO,America/Chicago,"[{'channel': 'vasZWmhu9gE', 'type': 'youtube'}]",,,2016
"1775 N Universal Ave, Kansas City, MO 64120, USA",Kansas City,USA,,[],2016-03-12,mokc,0,Regional,mokc,17331,ChIJraAGEsP7wIcR--PrLTjgI4s,https://maps.google.com/?cid=10026103727350080507,2016mokc,39.139169,-94.5041059,Metropolitan Community College,Greater Kansas City Regional,,,,64120,,Greater Kansas City,2016-03-09,MO,America/Chicago,"[{'channel': 'gkcregional01', 'type': 'twitch'}, {'channel': '22159132', 'type': 'ustream'}]",http://www.kcfirst.org,2.0,2016
"Missouri, USA",Missouri,USA,,[],2016-05-14,mosc,99,Offseason,,6481,ChIJfeMiSNXmwIcRcr1mBFnEW7U,"https://maps.google.com/?q=Missouri,+USA&ftid=0x87c0e6d54822e37d:0xb55bc4590466bd72",2016mosc,37.9642529,-91.8318334,,Missouri Robotics State Championship,,,,,,,2016-05-14,MO,America/Chicago,"[{'channel': '2FDucQP0t4M', 'type': 'youtube'}]",,,2016
"1 S Compton Ave, St. Louis, MO 63103, USA",St. Louis,USA,,[],2016-03-12,mosl,0,Regional,mosl,17307,ChIJpQ6jwqG02IcR6rxtN7rwQLg,https://maps.google.com/?cid=13276876384072744170,2016mosl,38.632511,-90.227955,Chaifetz Arena,St. Louis Regional,,,,63103,,St. Louis,2016-03-09,MO,America/Chicago,"[{'channel': '2FDucQP0t4M', 'type': 'youtube'}]",http://www.stlfirst.org/,2.0,2016
"124 Goodman Dr S, Bethlehem, PA 18015, USA",Bethlehem,USA,"{'abbreviation': 'mar', 'display_name': 'FIRST Mid-Atlantic', 'key': '2016mar', 'year': 2016}",[],2016-04-16,mrcmp,2,District Championship,mrcmp,17365,ChIJCwrUsAk-xIkRGppMlhfDBK0,https://maps.google.com/?cid=12467304174541642266,2016mrcmp,40.58528099999999,-75.35740299999999,Stabler Arena,Mid-Atlantic Robotics District Championship,,,,18015,,Mid-Atlantic Robotics,2016-04-13,PA,America/New_York,"[{'channel': 'IU2tSxa3Etk', 'type': 'youtube'}, {'channel': 'O_MUyx_aFcU', 'type': 'youtube'}, {'channel': '36fvSY3OEgc', 'type': 'youtube'}]",http://www.midatlanticrobotics.com/,7.0,2016
"200 S L St, Madera, CA 93637, USA",Madera,USA,,[],2016-11-12,mttd,99,Offseason,,,ChIJQUM1hX8MlIARQAR44wGadBo,https://maps.google.com/?cid=1906317875186500672,2016mttd,36.9553597,-120.065666,Madera High School,MadTown ThrowDown,,,,93637,{'frc5014': 'frc9999'},MadTown ThrowDown,2016-11-11,CA,America/Los_Angeles,"[{'channel': 'cvrobotics', 'type': 'twitch'}]",https://www.chiefdelphi.com/forums/showthread.php?t=151333,,2016
"Austintown, OH, USA",Austintown,USA,,[],2016-09-25,mvrc,99,Offseason,,,ChIJL3Zv12vjM4gRVn4dyOsoPCY,"https://maps.google.com/?q=Austintown,+OH,+USA&ftid=0x8833e36bd76f762f:0x263c28ebc81d7e56",2016mvrc,41.1017247,-80.7645239,,Mahoning Valley Robotics Challenge,,,,,,MVRC,2016-09-25,OH,America/New_York,"[{'channel': 'WtuJ8jpx7WU', 'type': 'youtube'}]",http://neofra.com/2016-mvrc,,2016
,Mexico City,Mexico,,[],2016-03-12,mxmc,0,Regional,mxmc,17299,,,2016mxmc,,,,Mexico City Regional ,,,,02230,,Mexico City,2016-03-09,DIF,America/Mexico_City,"[{'channel': 'yXMj87JOyYM', 'type': 'youtube'}]",,2.0,2016
"227 Campus Dr, Asheville, NC 28804, USA",Asheville,USA,"{'abbreviation': 'nc', 'display_name': 'FIRST North Carolina', 'key': '2016nc', 'year': 2016}",[],2016-03-20,ncash,1,District,ncash,19907,ChIJyYRCoUmLWYgRFw6fcNbyEwY,https://maps.google.com/?cid=437960591611465239,2016ncash,35.6180652,-82.568921,North Carolina Center for Health and Wellness,NC District - UNC Asheville Event,,,,28804,,UNC Asheville,2016-03-18,NC,America/New_York,"[{'channel': '', 'type': 'livestream'}]",http://www.ncfirstrobotics.org,3.0,2016
"Law Lane, Lillington, NC 27546, USA",Lillington,USA,"{'abbreviation': 'nc', 'display_name': 'FIRST North Carolina', 'key': '2016nc', 'year': 2016}",[],2016-04-03,ncbui,1,District,ncbui,19909,ChIJRUpylvKBrIkRets62Zh9gK8,https://maps.google.com/?cid=12646245849089366906,2016ncbui,35.4079071,-78.73680399999999,John W. Pope Jr. Convocation Center,NC District - Campbell University/Johnston Community College Event,,,,27546,,Campbell University/Johnston Community College,2016-04-01,NC,America/New_York,"[{'channel': '17751755', 'file': '4865686', 'type': 'livestream'}]",http://www.ncfirstrobotics.org,5.0,2016
"9290 Barnhardt Ln, Charlotte, NC 28262, USA",Charlotte,USA,"{'abbreviation': 'nc', 'display_name': 'FIRST North Carolina', 'key': '2016nc', 'year': 2016}",[],2016-04-10,nccmp,2,District Championship,nccmp,19911,ChIJuThY5BocVIgRmGjT8RR_yEM,https://maps.google.com/?cid=4884293523816540312,2016nccmp,35.3062773,-80.73442709999999,Barnhardt Student Activity Center,NC FIRST Robotics State Championship,,,,28262,,NC,2016-04-08,NC,America/New_York,"[{'channel': '17751755', 'file': '4871942', 'type': 'livestream'}]",http://www.ncfirstrobotics.org,6.0,2016
"6700 McLeansville Rd, McLeansville, NC 27301, USA",McLeansville,USA,"{'abbreviation': 'nc', 'display_name': 'FIRST North Carolina', 'key': '2016nc', 'year': 2016}",[],2016-03-06,ncmcl,1,District,ncmcl,17513,ChIJ2X8imJggU4gRUIbwVOCZb74,https://maps.google.com/?cid=13722355778397963856,2016ncmcl,36.158385,-79.6729076,Northeast High School,NC District - Guilford County Event,,,,27301,,Guilford County,2016-03-04,NC,America/New_York,"[{'channel': '17751755', 'file': '4865612', 'type': 'livestream'}]",http://www.ncfirstrobotics.org/,1.0,2016
"2600 Rock Quarry Rd, Raleigh, NC 27610, USA",Raleigh,USA,"{'abbreviation': 'nc', 'display_name': 'FIRST North Carolina', 'key': '2016nc', 'year': 2016}",[],2016-03-13,ncral,1,District,ncral,17395,ChIJL7c6DElerIkRXd4XSJehVyk,https://maps.google.com/?cid=2979027349650529885,2016ncral,35.7453552,-78.6040771,Southeast Raleigh High School,NC District - Wake County Event,,,,27610,,Wake County,2016-03-11,NC,America/New_York,"[{'channel': '17751755', 'file': '4865665', 'type': 'livestream'}]",http://www.ncfirstrobotics.org,2.0,2016
"North Carolina, USA",North Carolina,USA,,[],2016-09-24,ncth,99,Offseason,,11186,ChIJgRo4_MQfVIgRGa4i6fUwP60,"https://maps.google.com/?q=North+Carolina,+USA&ftid=0x88541fc4fc381a81:0xad3f30f5e922ae19",2016ncth,35.7595731,-79.01929969999999,,THOR - Thundering Herd of Robots,,,,,,,2016-09-24,NC,America/New_York,"[{'channel': 'Oa2tDvKJJFk', 'type': 'youtube'}]",,,2016
"1 Civic Center Plaza, Hartford, CT 06103, USA",Hartford,USA,"{'abbreviation': 'ne', 'display_name': 'New England', 'key': '2016ne', 'year': 2016}",[],2016-04-16,necmp,2,District Championship,necmp,17419,ChIJ38EzkJ5U5okRDHX6dFy7IiI,https://maps.google.com/?cid=2459734352271668492,2016necmp,41.768399,-72.6769853,XL Center,New England District Championship,,,,06103,,New England,2016-04-13,CT,America/New_York,"[{'channel': 'nefirst_blue', 'type': 'twitch'}, {'channel': 'nefirst_red', 'type': 'twitch'}]",http://www.nefirst.org/,7.0,2016
"901 N Broadway, St. Louis, MO 63101, USA",St. Louis,USA,,[],2016-04-30,new,3,Championship Division,newton,,ChIJwcWeSx-z2IcR7shA7mBLmOA,https://maps.google.com/?cid=16183768140642044142,2016new,38.6328287,-90.1885095,The Dome at America's Center,Newton Division,2016cmp,0.0,,63101,,Newton,2016-04-27,MO,America/Chicago,"[{'channel': 'first_newton', 'type': 'twitch'}]",,,2016
"New Hampshire, USA",New Hampshire,USA,,[],2016-11-12,nhbb,99,Offseason,,10671,ChIJ66bAnUtEs0wR64CmJa8CyNc,"https://maps.google.com/?q=New+Hampshire,+USA&ftid=0x4cb3444b9dc0a6eb:0xd7c802af25a680eb",2016nhbb,43.1938516,-71.5723953,,Battle of the Bay,,,,,,,2016-11-12,NH,America/New_York,"[{'channel': 'FRCGameSense', 'type': 'twitch'}]",,,2016
"105 Main St, Durham, NH 03824, USA",Durham,USA,"{'abbreviation': 'ne', 'display_name': 'New England', 'key': '2016ne', 'year': 2016}",[],2016-03-26,nhdur,1,District,nhdur,17459,ChIJgW7jELyT4okRNrwKS0kIoT0,https://maps.google.com/?cid=4440839818448649270,2016nhdur,43.138948,-70.9370252,University of New Hampshire,NE District - UNH Event,,,,03824,,UNH,2016-03-24,NH,America/New_York,"[{'channel': 'nefirst_blue', 'type': 'twitch'}]",http://www.nefirst.org/,4.0,2016
"64 London Bridge Rd, Windham, NH 03087, USA",Windham,USA,"{'abbreviation': 'ne', 'display_name': 'New England', 'key': '2016ne', 'year': 2016}",[],2016-03-06,nhgrs,1,District,nhgrs,17455,ChIJw6gP-Ues44kRIxowwQWWDd4,https://maps.google.com/?cid=16000610002577398307,2016nhgrs,42.795007,-71.3225341,Windham High School,NE District - Granite State Event,,,,03087,,Granite State,2016-03-04,NH,America/New_York,"[{'channel': 'nefirst_blue', 'type': 'twitch'}]",http://www.nefirst.org/,1.0,2016
"38 McElwain St, Merrimack, NH 03054, USA",Merrimack,USA,,[],2016-06-04,nhmm,99,Offseason,,,ChIJ_X6IoZW044kR-_wISIoo5JA,https://maps.google.com/?cid=10440514410530798843,2016nhmm,42.8606996,-71.49829860000001,Merrimack High School,Mayhem in Merrimack,,,,03054,,Mayhem in Merrimack,2016-06-04,NH,America/New_York,"[{'channel': 'nefirst_red', 'type': 'twitch'}]",http://chopshop166.com/Mayhem_In_Merrimack,,2016
"Manchester, NH, USA",Manchester,USA,,[],2016-10-29,nhrr,99,Offseason,,,ChIJo2xmaNZO4okReXE1H0YyBGs,"https://maps.google.com/?q=Manchester,+NH,+USA&ftid=0x89e24ed668666ca3:0x6b0432461f357179",2016nhrr,42.9956397,-71.4547891,,RiverRage 20,,,,,,RiverRage,2016-10-29,NH,America/New_York,"[{'channel': 'FRCGameSense', 'type': 'twitch'}, {'channel': 'soTHzIcSDzk', 'type': 'youtube'}]",http://riverrage.powerknights.com/,,2016
"600 Garretson Rd, Bridgewater, NJ 08807, USA",Bridgewater,USA,"{'abbreviation': 'mar', 'display_name': 'FIRST Mid-Atlantic', 'key': '2016mar', 'year': 2016}",[],2016-04-03,njbri,1,District,njbri,17427,ChIJqaeOXRmVw4kR6NJmYdvOo7s,https://maps.google.com/?cid=13520877947923649256,2016njbri,40.59299619999999,-74.63451490000001,Bridgewater-Raritan High School,MAR District - Bridgewater-Raritan Event,,,,08807,,Bridgewater-Raritan,2016-04-01,NJ,America/New_York,"[{'channel': 'Uyr-zWtmxmw', 'type': 'youtube'}, {'channel': 'y-rm8N1AA6c', 'type': 'youtube'}]",http://www.midatlanticrobotics.com/,5.0,2016
"460 Hollywood Ave, Penns Grove, NJ 08069, USA",Penns Grove,USA,,[],2016-10-22,njdd,99,Offseason,,,ChIJE1tJYZodx4kRYX69h85vG8U,https://maps.google.com/?cid=14203068782674280033,2016njdd,39.70146340000001,-75.4701195,Salem Community College,Duel on the Delaware,,,,08069,,Duel on the Delaware,2016-10-22,NJ,America/New_York,"[{'channel': 'zg-4ijcR9oM', 'type': 'youtube'}]",http://moe365.org/duel2016/,,2016
"18 Corey Rd, Flanders, NJ 07836, USA",Mount Olive Township,USA,"{'abbreviation': 'mar', 'display_name': 'FIRST Mid-Atlantic', 'key': '2016mar', 'year': 2016}",[],2016-03-06,njfla,1,District,njfla,17429,ChIJdbRb97Sdw4kR6r2ilZiuAbc,https://maps.google.com/?cid=13187013154286255594,2016njfla,40.858616,-74.713984,Mount Olive High School,MAR District - Mt. Olive Event,,,,07836,,Mt. Olive,2016-03-04,NJ,America/New_York,"[{'channel': 'ddDCaKKvCJM', 'type': 'youtube'}, {'channel': 'RM-cQnOA3nw', 'type': 'youtube'}]",http://www.midatlanticrobotics.com/,1.0,2016
