address,city,country,district,division_keys,end_date,event_code,event_type,event_type_string,first_event_code,first_event_id,gmaps_place_id,gmaps_url,key,lat,lng,location_name,name,parent_event_key,playoff_type,playoff_type_string,postal_code,remap_teams,short_name,start_date,state_prov,timezone,webcasts,website,week,year
"1 Crusader Way, Manchester, NH 03103, USA",Manchester,USA,,[],1992-02-14,cmp,4,Championship Finals,cmp,6639,ChIJZbgktvRO4okRAI1dUYoad0Y,https://maps.google.com/?cid=5077556286256418048,1992cmp,42.9666738,-71.4344026,Manchester Memorial High School,FIRST Robotics Competition,,,,03103,,FIRST Robotics Competition,1992-02-13,NH,America/New_York,[],,,1992
"194 Lund Rd, Nashua, NH 03060, USA",Nashua,USA,,[],1993-02-27,cmp,4,Championship Finals,cmp,6637,ChIJKxNd57Kw44kRWWGu2jAegY0,https://maps.google.com/?cid=10196464226519638361,1993cmp,42.7378505,-71.4752761,Bishop Guertin High School,FIRST Robotics Competition,,,,03060,,FIRST Robotics Competition,1993-02-25,NH,America/New_York,[],,,1993
"36 Riverside St, Nashua, NH 03062, USA",Nashua,USA,,[],1994-02-26,cmp,4,Championship Finals,cmp,6635,ChIJXf_56Tu344kR8RWBfWXgCfc,https://maps.google.com/?cid=17801005728660526577,1994cmp,42.7535148,-71.4957937,Nashua High School South,FIRST Robotics Competition,,,,03062,,FIRST Robotics Competition,1994-02-24,NH,America/New_York,[],,,1994
"1 Crusader Way, Manchester, NH 03103, USA",Manchester,USA,,[],1995-04-01,cmp,4,Championship Finals,cmp,6633,ChIJZbgktvRO4okRAI1dUYoad0Y,https://maps.google.com/?cid=5077556286256418048,1995cmp,42.9666738,-71.4344026,Manchester Memorial High School,National Championship,,,,03103,,National Championship,1995-03-30,NH,America/New_York,[],,,1995
"1 Crusader Way, Manchester, NH 03103, USA",Manchester,USA,,[],1995-02-26,nh,0,Regional,nh,6631,ChIJZbgktvRO4okRAI1dUYoad0Y,https://maps.google.com/?cid=5077556286256418048,1995nh,42.9666738,-71.4344026,Manchester Memorial High School,New England Tournament,,,,03103,,New England,1995-02-25,NH,America/New_York,[],,0.0,1995
"200 Epcot Center Dr, Orlando, FL 32821, USA",Orlando,USA,,[],1996-04-20,cmp,4,Championship Finals,cmp,5149,ChIJGzFs3q9_3YgRvZd1y2NSJOo,https://maps.google.com/?cid=16871700692605441981,1996cmp,28.374694,-81.549404,Epcot,FIRST National Championship,,,,32821,,FIRST National Championship,1996-04-18,FL,America/New_York,[],,,1996
"2500 N River Rd, Hooksett, NH 03106, USA",Hooksett,USA,,[],1996-03-30,nh,0,Regional,nh,6629,ChIJLWcsGJVF4okRnlf9v_TJ-Ro,https://maps.google.com/?cid=1943806767217334174,1996nh,43.0413237,-71.4521908,Southern New Hampshire University,New England Tournament,,,,03106,,New England,1996-03-28,NH,America/New_York,[],,0.0,1996
"200 Epcot Center Dr, Orlando, FL 32821, USA",Orlando,USA,,[],1997-04-12,cmp,4,Championship Finals,cmp,5097,ChIJGzFs3q9_3YgRvZd1y2NSJOo,https://maps.google.com/?cid=16871700692605441981,1997cmp,28.374694,-81.549404,Epcot,National Championship,,,,32821,,National Championship,1997-04-10,FL,America/New_York,[],,,1997
"1200 W Algonquin Rd, Palatine, IL 60067, USA",Palatine,USA,,[],1997-03-08,il,0,Regional,il,6623,ChIJQ6gzmOqlD4gRT2cT-DdotQ4,https://maps.google.com/?cid=1059867876910131023,1997il,42.08135100000001,-88.07055799999999,Harper College,Motorola Midwest Regional,,,,60067,,Motorola Midwest,1997-03-06,IL,America/Chicago,[],,0.0,1997
"2500 N River Rd, Hooksett, NH 03106, USA",Hooksett,USA,,[],1997-03-15,nh,0,Regional,nh,6625,ChIJLWcsGJVF4okRnlf9v_TJ-Ro,https://maps.google.com/?cid=1943806767217334174,1997nh,43.0413237,-71.4521908,Southern New Hampshire University,DEKA New England Regional,,,,03106,,DEKA New England,1997-03-13,NH,America/New_York,[],,1.0,1997
"New Brunswick, NJ 08901, USA",New Brunswick,USA,,[],1997-03-22,nj,0,Regional,nj,6627,ChIJvwa-GFXGw4kRSK96kWYgtFE,https://maps.google.com/?cid=5887366237779570504,1997nj,40.5008186,-74.44739910000001,Rutgers–New Brunswick,Johnson & Johnson Mid-Atlantic Regional,,,,08901,,Johnson & Johnson Mid-Atlantic,1997-03-20,NJ,America/New_York,[],,2.0,1997
"200 Epcot Center Dr, Orlando, FL 32821, USA",Orlando,USA,,[],1998-04-04,cmp,4,Championship Finals,cmp,5099,ChIJGzFs3q9_3YgRvZd1y2NSJOo,https://maps.google.com/?cid=16871700692605441981,1998cmp,28.374694,-81.549404,Epcot,National Championship,,,,32821,,National Championship,1998-04-02,FL,America/New_York,[],,,1998
"1200 W Algonquin Rd, Palatine, IL 60067, USA",Palatine,USA,,[],1998-03-14,il,0,Regional,il,6613,ChIJQ6gzmOqlD4gRT2cT-DdotQ4,https://maps.google.com/?cid=1059867876910131023,1998il,42.08135100000001,-88.07055799999999,Harper College,Motorola Midwest Regional,,,,60067,,Motorola Midwest,1998-03-12,IL,America/Chicago,[],,1.0,1998
"900 Oakwood St, Ypsilanti, MI 48197, USA",Ypsilanti,USA,,[],1998-03-21,mi,0,Regional,mi,6615,ChIJ9TNoGyupPIgRvbyZPIqSCZU,https://maps.google.com/?cid=10739275908861508797,1998mi,42.251677,-83.627405,Eastern Michigan University,Great Lakes Regional,,,,48197,,Great Lakes,1998-03-19,MI,America/New_York,[],,2.0,1998
"2500 N River Rd, Hooksett, NH 03106, USA",Hooksett,USA,,[],1998-03-14,nh,0,Regional,nh,6617,ChIJLWcsGJVF4okRnlf9v_TJ-Ro,https://maps.google.com/?cid=1943806767217334174,1998nh,43.0413237,-71.4521908,Southern New Hampshire University,New England Regional,,,,03106,,New England,1998-03-12,NH,America/New_York,[],,1.0,1998
"New Brunswick, NJ 08901, USA",New Brunswick,USA,,[],1998-03-21,nj,0,Regional,nj,6619,ChIJvwa-GFXGw4kRSK96kWYgtFE,https://maps.google.com/?cid=5887366237779570504,1998nj,40.5008186,-74.44739910000001,Rutgers–New Brunswick,Johnson & Johnson Mid-Atlantic Regional,,,,08901,,Johnson & Johnson Mid-Atlantic,1998-03-19,NJ,America/New_York,[],,2.0,1998
"1601 NASA Road 1, Houston, TX 77058, USA",Houston,USA,,[],1998-03-07,tx,0,Regional,tx,6621,ChIJLZlhwACdQIYRFvnVL8mq8BM,https://maps.google.com/?cid=1436836062198888726,1998tx,29.550238,-95.096958,Space Center Houston,Southwest Regional,,,,77058,,Southwest,1998-03-05,TX,America/Chicago,[],,0.0,1998
"Mountain View, CA 94035, USA",Mountain View,USA,,[],1999-02-27,ca,0,Regional,ca,6599,ChIJx3oGB3C3j4ARkZa63z4_Vfg,https://maps.google.com/?cid=17894278233700603537,1999ca,37.414869,-122.048589,Moffett Federal Airfield,NASA Ames Regional,,,,94035,,NASA Ames,1999-02-25,CA,America/Los_Angeles,[],,0.0,1999
"200 Epcot Center Dr, Orlando, FL 32821, USA",Orlando,USA,,[],1999-04-24,cmp,4,Championship Finals,cmp,5101,ChIJGzFs3q9_3YgRvZd1y2NSJOo,https://maps.google.com/?cid=16871700692605441981,1999cmp,28.374694,-81.549404,Epcot,National Championship,,,,32821,,National Championship,1999-04-22,FL,America/New_York,[],,,1999
"Kennedy Space Center, SR 405, Titusville, FL 32899, USA",Titusville,USA,,[],1999-03-06,fl,0,Regional,fl,6601,ChIJ0Qr-0Iqw4IgRi0cK82NAsU4,https://maps.google.com/?cid=5670384203859642251,1999fl,28.523273,-80.68160999999999,Kennedy Space Center Visitor Complex,Kennedy Space Center Regional,,,,32899,,Kennedy Space Center,1999-03-04,FL,America/New_York,[],,1.0,1999
"1200 W Algonquin Rd, Palatine, IL 60067, USA",Palatine,USA,,[],1999-02-27,il,0,Regional,il,6603,ChIJQ6gzmOqlD4gRT2cT-DdotQ4,https://maps.google.com/?cid=1059867876910131023,1999il,42.08135100000001,-88.07055799999999,Harper College,Motorola Midwest Regional,,,,60067,,Motorola Midwest,1999-02-25,IL,America/Chicago,[],,0.0,1999
"900 Oakwood St, Ypsilanti, MI 48197, USA",Ypsilanti,USA,,[],1999-03-27,mi,0,Regional,mi,6605,ChIJ9TNoGyupPIgRvbyZPIqSCZU,https://maps.google.com/?cid=10739275908861508797,1999mi,42.251677,-83.627405,Eastern Michigan University,Great Lakes Regional,,,,48197,,Great Lakes,1999-03-25,MI,America/New_York,[],,4.0,1999
"61 Savitt Way, Hartford, CT 06120, USA",Hartford,USA,,[],1999-03-20,ne,0,Regional,ne,6607,ChIJB_ak6YVU5okR_i_zav1c1Y0,https://maps.google.com/?cid=10220177172878012414,1999ne,41.77992980000001,-72.669212,XFINITY Theatre,UTC New England Regional,,,,06120,,UTC New England,1999-03-18,CT,America/New_York,[],,3.0,1999
"61 Savitt Way, Hartford, CT 06120, USA",Hartford,USA,,[],1999-03-20,nj,0,Regional,nj,6609,ChIJB_ak6YVU5okR_i_zav1c1Y0,https://maps.google.com/?cid=10220177172878012414,1999nj,41.77992980000001,-72.669212,XFINITY Theatre,Johnson & Johnson Mid-Atlantic Regional,,,,06120,,Johnson & Johnson Mid-Atlantic,1999-03-18,CT,America/New_York,[],,3.0,1999
"1801 N Broad St, Philadelphia, PA 19122, USA",Philadelphia,USA,,[],1999-03-13,pa,0,Regional,pa,6611,ChIJDzmJJf-3xokR3i50d5pyWAU,https://maps.google.com/?cid=385183775894810334,1999pa,39.9803336,-75.15752429999999,Temple University,Philadelphia Alliance Regional,,,,19122,,Philadelphia Alliance,1999-03-11,PA,America/New_York,[],,2.0,1999
,San Jose,USA,,[],2000-04-01,ca,0,Regional,ca,6581,,,2000ca,,,,NASA Ames Regional,,,,,,NASA Ames,2000-03-30,CA,America/Los_Angeles,[],,3.0,2000
"200 Epcot Center Dr, Orlando, FL 32821, USA",Orlando,USA,,[],2000-04-08,cmp,4,Championship Finals,cmp,5103,ChIJGzFs3q9_3YgRvZd1y2NSJOo,https://maps.google.com/?cid=16871700692605441981,2000cmp,28.374694,-81.549404,Epcot,National Championship,,1.0,Elimination Bracket (16 Alliances),32821,,National Championship,2000-04-06,FL,America/New_York,[],http://None,,2000
"Kennedy Space Center, SR 405, Titusville, FL 32899, USA",Titusville,USA,,[],2000-03-11,fl,0,Regional,fl,6583,ChIJ0Qr-0Iqw4IgRi0cK82NAsU4,https://maps.google.com/?cid=5670384203859642251,2000fl,28.523273,-80.68160999999999,Kennedy Space Center Visitor Complex,Kennedy Space Center Southeast Regional,,,,32899,,Kennedy Space Center Southeast,2000-03-09,FL,America/New_York,[],,0.0,2000
"633 Clark St, Evanston, IL 60208, USA",Evanston,USA,,[],2000-03-25,il,0,Regional,il,6585,ChIJOUw-cAvQD4gRBmHV-me1Nyw,https://maps.google.com/?cid=3186214719582462214,2000il,42.05645939999999,-87.67526699999999,Northwestern University,Motorola Midwest Regional,,,,60208,,Motorola Midwest,2000-03-23,IL,America/Chicago,[],,2.0,2000
"533 College Rd, Selden, NY 11784, USA",Selden,USA,,[],2000-03-25,li,0,Regional,li,6587,ChIJbUG8RqVH6IkREZYz9wGg_8A,https://maps.google.com/?cid=13907010104646145553,2000li,40.8469782,-73.05385989999999,Suffolk County Community College,Long Island Regional,,,,11784,,Long Island,2000-03-23,NY,America/New_York,[],,2.0,2000
"900 Oakwood St, Ypsilanti, MI 48197, USA",Ypsilanti,USA,,[],2000-03-11,mi,0,Regional,mi,6589,ChIJ9TNoGyupPIgRvbyZPIqSCZU,https://maps.google.com/?cid=10739275908861508797,2000mi,42.251677,-83.627405,Eastern Michigan University,Great Lakes Regional,,,,48197,,Great Lakes,2000-03-09,MI,America/New_York,[],,0.0,2000
"61 Savitt Way, Hartford, CT 06120, USA",Hartford,USA,,[],2000-04-01,ne,0,Regional,ne,6591,ChIJB_ak6YVU5okR_i_zav1c1Y0,https://maps.google.com/?cid=10220177172878012414,2000ne,41.77992980000001,-72.669212,XFINITY Theatre,UTC New England Regional,,,,06120,,UTC New England,2000-03-30,CT,America/New_York,[],,3.0,2000
"New Brunswick, NJ 08901, USA",New Brunswick,USA,,[],2000-03-18,nj,0,Regional,nj,6593,ChIJvwa-GFXGw4kRSK96kWYgtFE,https://maps.google.com/?cid=5887366237779570504,2000nj,40.5008186,-74.44739910000001,Rutgers–New Brunswick,Johnson & Johnson Mid-Atlantic Regional,,,,08901,,Johnson & Johnson Mid-Atlantic,2000-03-16,NJ,America/New_York,[],,1.0,2000
"3141 Chestnut St, Philadelphia, PA 19104, USA",Philadelphia,USA,,[],2000-03-25,pa,0,Regional,pa,6595,ChIJKcBHSE7GxokR8DA8BOQt8w4,https://maps.google.com/?cid=1077255193218527472,2000pa,39.95661269999999,-75.18994409999999,Drexel University,Philadelphia Alliance Regional,,,,19104,,Philadelphia Alliance,2000-03-23,PA,America/New_York,[],,2.0,2000
"1 NRG Park, Houston, TX 77054, USA",Houston,USA,,[],2000-03-18,tx,0,Regional,tx,6579,ChIJUwLIGR3AQIYRwk1Eo_BjuNs,https://maps.google.com/?cid=15832514375203442114,2000tx,29.6811833,-95.4059386,NRG Arena,Lone Star Regional,,,,77054,,Lone Star,2000-03-16,TX,America/Chicago,[],,1.0,2000
"907 Floyd Ave, Richmond, VA 23284, USA",Richmond,USA,,[],2000-03-18,va,0,Regional,va,6597,ChIJ_3Le1yMRsYkRyBAUiaYRWBc,https://maps.google.com/?cid=1682113867784917192,2000va,37.5489872,-77.4534286,Virginia Commonwealth University,NASA Langley/VCU Regional,,,,23284,,NASA Langley/VCU,2000-03-16,VA,America/New_York,[],,1.0,2000
"Lake Buena Vista, FL 32836, USA",Lake Buena Vista,USA,,[],2001-04-06,arc,3,Championship Division,archimedes,,ChIJCadk6PF_3YgRzKY88sQkblg,"https://maps.google.com/?q=Lake+Buena+Vista,+FL+32836,+USA&ftid=0x88dd7ff1e864a709:0x586e24c4f23ca6cc",2001arc,28.3936186,-81.53868419999999,Lake Buena Vista,Archimedes Division,2001cmp,0.0,,32836,,Archimedes,2001-04-04,FL,America/New_York,[],,,2001
"Los Angeles, CA, USA",Los Angeles,USA,,[],2001-03-17,ca1,0,Regional,ca1,1214,ChIJE9on3F3HwoAR9AhGJW_fL-I,"https://maps.google.com/?q=Los+Angeles,+CA,+USA&ftid=0x80c2c75ddc27da13:0xe22fdf6f254608f4",2001ca1,34.0522342,-118.2436849,Los Angeles,Southern California Regional,,,,,,Southern California,2001-03-15,CA,America/Los_Angeles,[],,2.0,2001
"San Jose, CA, USA",San Jose,USA,,[],2001-03-24,ca2,0,Regional,ca2,1217,ChIJ9T_5iuTKj4ARe3GfygqMnbk,"https://maps.google.com/?q=San+Jose,+CA,+USA&ftid=0x808fcae48af93ff5:0xb99d8c0aca9f717b",2001ca2,37.3382082,-121.8863286,San Jose,Silicon Valley Regional,,,,,,Silicon Valley,2001-03-22,CA,America/Los_Angeles,[],,3.0,2001
"Lake Buena Vista, FL 32836, USA",Lake Buena Vista,USA,,"['2001arc', '2001cur', '2001gal', '2001new']",2001-04-06,cmp,4,Championship Finals,cmp,,ChIJCadk6PF_3YgRzKY88sQkblg,"https://maps.google.com/?q=Lake+Buena+Vista,+FL+32836,+USA&ftid=0x88dd7ff1e864a709:0x586e24c4f23ca6cc",2001cmp,28.3936186,-81.53868419999999,Lake Buena Vista,Einstein Field,,0.0,,32836,,Einstein,2001-04-06,FL,America/New_York,[],,,2001
"Hartford, CT, USA",Hartford,USA,,[],2001-03-03,ct,0,Regional,ct,1210,ChIJpVER8hFT5okRmVl96ahKjsw,"https://maps.google.com/?q=Hartford,+CT,+USA&ftid=0x89e65311f21151a5:0xcc8e4aa8e97d5999",2001ct,41.7658043,-72.6733723,Hartford,UTC/New England Regional,,,,,,UTC/New England,2001-03-01,CT,America/New_York,[],,0.0,2001
"Lake Buena Vista, FL 32836, USA",Lake Buena Vista,USA,,[],2001-04-06,cur,3,Championship Division,curie,,ChIJCadk6PF_3YgRzKY88sQkblg,"https://maps.google.com/?q=Lake+Buena+Vista,+FL+32836,+USA&ftid=0x88dd7ff1e864a709:0x586e24c4f23ca6cc",2001cur,28.3936186,-81.53868419999999,Lake Buena Vista,Curie Division,2001cmp,0.0,,32836,,Curie,2001-04-04,FL,America/New_York,[],,,2001
"Florida 32899, USA",Florida,USA,,[],2001-03-03,fl,0,Regional,fl,1209,ChIJ_cZlo5VL54gR3Wn4RvI5c4s,https://maps.google.com/?cid=10048438906329262557,2001fl,28.5728722,-80.64898079999999,Kennedy Space Center,NASA KSC Southeast Regional,,,,32899,,NASA KSC Southeast,2001-03-01,FL,America/New_York,[],,0.0,2001
"Lake Buena Vista, FL 32836, USA",Lake Buena Vista,USA,,[],2001-04-06,gal,3,Championship Division,galileo,,ChIJCadk6PF_3YgRzKY88sQkblg,"https://maps.google.com/?q=Lake+Buena+Vista,+FL+32836,+USA&ftid=0x88dd7ff1e864a709:0x586e24c4f23ca6cc",2001gal,28.3936186,-81.53868419999999,Lake Buena Vista,Galileo Division,2001cmp,0.0,,32836,,Galileo,2001-04-04,FL,America/New_York,[],,,2001
"Evanston, IL, USA",Evanston,USA,,[],2001-03-24,il,0,Regional,il,1216,ChIJdwroNP3PD4gRGmfABQ2hIW8,"https://maps.google.com/?q=Evanston,+IL,+USA&ftid=0x880fcffd34e80a77:0x6f21a10d05c0671a",2001il,42.04507219999999,-87.68769689999999,Evanston,Motorola Midwest Regional,,,,,,Motorola Midwest,2001-03-22,IL,America/Chicago,[],,3.0,2001
"Ypsilanti, MI, USA",Ypsilanti,USA,,[],2001-03-24,mi1,0,Regional,mi1,1215,ChIJrfq42W2oPIgRUTRKX0D3xvk,"https://maps.google.com/?q=Ypsilanti,+MI,+USA&ftid=0x883ca86dd9b8faad:0xf9c6f7405f4a3451",2001mi1,42.2411499,-83.61299389999999,Ypsilanti,Great Lakes Regional,,,,,,Great Lakes,2001-03-22,MI,America/Detroit,[],,3.0,2001
"Grand Rapids, MI, USA",Grand Rapids,USA,,[],2001-03-10,mi2,0,Regional,mi2,1220,ChIJFShQu2BUGIgR0KjTG8uqk6U,"https://maps.google.com/?q=Grand+Rapids,+MI,+USA&ftid=0x88185460bb502815:0xa593aacb1bd3a8d0",2001mi2,42.96335990000001,-85.6680863,Grand Rapids,West Michigan Regional,,,,,,West Michigan,2001-03-08,MI,America/Detroit,[],,1.0,2001
"Lake Buena Vista, FL 32836, USA",Lake Buena Vista,USA,,[],2001-04-06,new,3,Championship Division,newton,,ChIJCadk6PF_3YgRzKY88sQkblg,"https://maps.google.com/?q=Lake+Buena+Vista,+FL+32836,+USA&ftid=0x88dd7ff1e864a709:0x586e24c4f23ca6cc",2001new,28.3936186,-81.53868419999999,Lake Buena Vista,Newton Division,2001cmp,0.0,,32836,,Newton,2001-04-04,FL,America/New_York,[],,,2001
"New Brunswick, NJ, USA",New Brunswick,USA,,[],2001-03-17,nj,0,Regional,nj,1212,ChIJpZJq8FXDw4kRDCOOeQZVkiU,"https://maps.google.com/?q=New+Brunswick,+NJ,+USA&ftid=0x89c3c355f06a92a5:0x25925506798e230c",2001nj,40.4862157,-74.4518188,New Brunswick,J&J Mid-Atlantic Regional,,,,,,J&J Mid-Atlantic,2001-03-15,NJ,America/New_York,[],,2.0,2001
"Long Island, New York, USA",New York,USA,,[],2001-03-10,ny1,0,Regional,ny1,1221,ChIJy6Xu4VRE6IkRGA2UhmH59x0,https://maps.google.com/?q=Long+Island&ftid=0x89e84454e1eea5cb:0x1df7f96186940d18,2001ny1,40.789142,-73.13496099999999,Long Island,Long Island Regional,,,,,,Long Island,2001-03-08,NY,America/New_York,[],,1.0,2001
"New York, NY, USA",New York,USA,,[],2001-03-17,ny2,0,Regional,ny2,1211,ChIJOwg_06VPwokRYv534QaPC8g,"https://maps.google.com/?q=New+York,+NY,+USA&ftid=0x89c24fa5d33f083b:0xc80b8f06e177fe62",2001ny2,40.7127753,-74.0059728,New York,New York City Regional,,,,,,New York City,2001-03-15,NY,America/New_York,[],,2.0,2001
"Philadelphia, PA, USA",Philadelphia,USA,,[],2001-03-24,pa,0,Regional,pa,1218,ChIJ60u11Ni3xokRwVg-jNgU9Yk,"https://maps.google.com/?q=Philadelphia,+PA,+USA&ftid=0x89c6b7d8d4b54beb:0x89f514d88c3e58c1",2001pa,39.9525839,-75.1652215,Philadelphia,Philadelphia Alliance Regional,,,,,,Philadelphia Alliance,2001-03-22,PA,America/New_York,[],,3.0,2001
"Houston, TX, USA",Houston,USA,,[],2001-03-17,tx,0,Regional,tx,1213,ChIJAYWNSLS4QIYROwVl894CDco,"https://maps.google.com/?q=Houston,+TX,+USA&ftid=0x8640b8b4488d8501:0xca0d02def365053b",2001tx,29.7604267,-95.3698028,Houston,Lone Star Regional,,,,,,Lone Star,2001-03-15,TX,America/Chicago,[],,2.0,2001
"Richmond, VA, USA",Richmond,USA,,[],2001-03-10,va,0,Regional,va,1219,ChIJ7cmZVwkRsYkRxTxC4m0-2L8,"https://maps.google.com/?q=Richmond,+VA,+USA&ftid=0x89b111095799c9ed:0xbfd83e6de2423cc5",2001va,37.5407246,-77.4360481,Richmond,NASA Langley Regional,,,,,,NASA Langley,2001-03-08,VA,America/New_York,[],,1.0,2001
"Orlando, FL, USA",Orlando,USA,,[],2002-04-27,arc,3,Championship Division,archimedes,,ChIJd7zN_thz54gRnr-lPAaywwo,"https://maps.google.com/?q=Orlando,+FL,+USA&ftid=0x88e773d8fecdbc77:0xac3b2063ca5bf9e",2002arc,28.5383355,-81.3792365,Orlando,Archimedes Division,2002cmp,0.0,,,,Archimedes Division,2002-04-25,FL,America/New_York,[],,,2002
"Los Angeles, CA, USA",Los Angeles,USA,,[],2002-04-06,ca,0,Regional,ca,1235,ChIJE9on3F3HwoAR9AhGJW_fL-I,"https://maps.google.com/?q=Los+Angeles,+CA,+USA&ftid=0x80c2c75ddc27da13:0xe22fdf6f254608f4",2002ca,34.0522342,-118.2436849,Los Angeles,Southern California Regional,,,,,,Southern California,2002-04-04,CA,America/Los_Angeles,[],,4.0,2002
"Orlando, FL, USA",Orlando,USA,,"['2002arc', '2002cur', '2002gal', '2002new']",2002-04-27,cmp,4,Championship Finals,cmp,,ChIJd7zN_thz54gRnr-lPAaywwo,"https://maps.google.com/?q=Orlando,+FL,+USA&ftid=0x88e773d8fecdbc77:0xac3b2063ca5bf9e",2002cmp,28.5383355,-81.3792365,Orlando,Einstein Field,,0.0,,,,Einstein,2002-04-27,FL,America/New_York,[],http://www.usfirst.org,,2002
"New Haven, CT, USA",New Haven,USA,,[],2002-04-06,ct,0,Regional,ct,1234,ChIJ5XCAOkTY54kR7WSyWcZUo_Y,"https://maps.google.com/?q=New+Haven,+CT,+USA&ftid=0x89e7d8443a8070e5:0xf6a354c659b264ed",2002ct,41.308274,-72.9278835,New Haven,UTC New England Regional,,,,,,UTC New England,2002-04-04,CT,America/New_York,[],,4.0,2002
"Orlando, FL, USA",Orlando,USA,,[],2002-04-27,cur,3,Championship Division,curie,,ChIJd7zN_thz54gRnr-lPAaywwo,"https://maps.google.com/?q=Orlando,+FL,+USA&ftid=0x88e773d8fecdbc77:0xac3b2063ca5bf9e",2002cur,28.5383355,-81.3792365,Orlando,Curie Division,2002cmp,0.0,,,,Curie Division,2002-04-25,FL,America/New_York,[],,,2002
"Florida 32899, USA",Florida,USA,,[],2002-03-09,fl,0,Regional,fl,1223,ChIJ_cZlo5VL54gR3Wn4RvI5c4s,https://maps.google.com/?cid=10048438906329262557,2002fl,28.5728722,-80.64898079999999,Kennedy Space Center,NASA KSC Southeast Regional,,,,32899,,NASA KSC Southeast,2002-03-07,FL,America/New_York,[],,0.0,2002
"Orlando, FL, USA",Orlando,USA,,[],2002-04-27,gal,3,Championship Division,galileo,,ChIJd7zN_thz54gRnr-lPAaywwo,"https://maps.google.com/?q=Orlando,+FL,+USA&ftid=0x88e773d8fecdbc77:0xac3b2063ca5bf9e",2002gal,28.5383355,-81.3792365,Orlando,Galileo Division,2002cmp,0.0,,,,Galileo Division,2002-04-25,FL,America/New_York,[],,,2002
"Ypsilanti, MI, USA",Ypsilanti,USA,,[],2002-03-23,gl,0,Regional,gl,1228,ChIJrfq42W2oPIgRUTRKX0D3xvk,"https://maps.google.com/?q=Ypsilanti,+MI,+USA&ftid=0x883ca86dd9b8faad:0xf9c6f7405f4a3451",2002gl,42.2411499,-83.61299389999999,Ypsilanti,Great Lakes Regional,,,,,,Great Lakes,2002-03-21,MI,America/Detroit,[],,2.0,2002
"Evanston, IL, USA",Evanston,USA,,[],2002-03-30,il,0,Regional,il,1233,ChIJdwroNP3PD4gRGmfABQ2hIW8,"https://maps.google.com/?q=Evanston,+IL,+USA&ftid=0x880fcffd34e80a77:0x6f21a10d05c0671a",2002il,42.04507219999999,-87.68769689999999,Evanston,Motorola Midwest Regional,,,,,,Motorola Midwest,2002-03-28,IL,America/Chicago,[],,3.0,2002
"Long Island, New York, USA",New York,USA,,[],2002-03-16,li,0,Regional,li,1227,ChIJy6Xu4VRE6IkRGA2UhmH59x0,https://maps.google.com/?q=Long+Island&ftid=0x89e84454e1eea5cb:0x1df7f96186940d18,2002li,40.789142,-73.13496099999999,Long Island,SBPLI Long Island Regional,,,,,,SBPLI Long Island,2002-03-14,NY,America/New_York,[],,1.0,2002
"Grand Rapids, MI, USA",Grand Rapids,USA,,[],2002-04-06,mi,0,Regional,mi,1236,ChIJFShQu2BUGIgR0KjTG8uqk6U,"https://maps.google.com/?q=Grand+Rapids,+MI,+USA&ftid=0x88185460bb502815:0xa593aacb1bd3a8d0",2002mi,42.96335990000001,-85.6680863,Grand Rapids,Western Michigan Regional,,,,,,Western Michigan,2002-04-04,MI,America/Detroit,[],,4.0,2002
"St Charles, MO, USA",Saint Charles,USA,,[],2002-04-06,mo,0,Regional,mo,1237,ChIJ4yTMiAgv34cRqvWMEavwN8Q,"https://maps.google.com/?q=St+Charles,+MO,+USA&ftid=0x87df2f0888cc24e3:0xc437f0ab118cf5aa",2002mo,38.7881062,-90.4974359,Saint Charles,St. Louis Regional,,,,,,St. Louis,2002-04-04,MO,America/Chicago,[],,4.0,2002
"Orlando, FL, USA",Orlando,USA,,[],2002-04-27,new,3,Championship Division,newton,,ChIJd7zN_thz54gRnr-lPAaywwo,"https://maps.google.com/?q=Orlando,+FL,+USA&ftid=0x88e773d8fecdbc77:0xac3b2063ca5bf9e",2002new,28.5383355,-81.3792365,Orlando,Newton Division,2002cmp,0.0,,,,Newton Division,2002-04-25,FL,America/New_York,[],http://www.usfirst.org,,2002
"New Brunswick, NJ, USA",New Brunswick,USA,,[],2002-03-23,nj,0,Regional,nj,1229,ChIJpZJq8FXDw4kRDCOOeQZVkiU,"https://maps.google.com/?q=New+Brunswick,+NJ,+USA&ftid=0x89c3c355f06a92a5:0x25925506798e230c",2002nj,40.4862157,-74.4518188,New Brunswick,J&J Mid Atlantic Regional,,,,,,J&J Mid Atlantic,2002-03-21,NJ,America/New_York,[],,2.0,2002
"New York, NY, USA",New York,USA,,[],2002-03-23,ny,0,Regional,ny,1230,ChIJOwg_06VPwokRYv534QaPC8g,"https://maps.google.com/?q=New+York,+NY,+USA&ftid=0x89c24fa5d33f083b:0xc80b8f06e177fe62",2002ny,40.7127753,-74.0059728,New York,New York City Regional,,,,,,New York City,2002-03-21,NY,America/New_York,[],,2.0,2002
"Cleveland, OH, USA",Cleveland,USA,,[],2002-03-16,oh,0,Regional,oh,1224,ChIJLWto4y7vMIgRQhhi91XLBO0,"https://maps.google.com/?q=Cleveland,+OH,+USA&ftid=0x8830ef2ee3686b2d:0xed04cb55f7621842",2002oh,41.49932,-81.6943605,Cleveland,Buckeye Regional,,,,,,Buckeye,2002-03-14,OH,America/New_York,[],,1.0,2002
