model,precision,recall,f1,best_threshold,best_f1,best_accuracy
knn,0.6446391163587888,0.668708020545239,0.6564530204596141,0.2020603015075377,0.6974491443332257,0.6176290552948378
random_forest,0.7055382215288611,0.7147372580007902,0.710107948969578,0.3842713567839196,0.7398668576725372,0.6850642725974291
log_reg,0.7069965210668728,0.7226392730146187,0.7147323173114498,0.3596482412060302,0.7449109956562473,0.6944501122219955
