model,precision,recall,f1,best_threshold,best_f1,best_accuracy
knn,0.6490955067107567,0.6592256025286448,0.6541213368617074,0.2020603015075377,0.6997558991049634,0.6235462150581514
random_forest,0.708032050029314,0.7157250098775187,0.7118577463405049,0.36949748743718597,0.7390539974884889,0.6820036727198531
log_reg,0.7039041360649401,0.7194784670090874,0.7116060961313013,0.3448743718592965,0.7417674731182796,0.6863905325443787
