model,precision,recall,f1,best_threshold,best_f1,best_accuracy
knn,0.6578693893276826,0.6746345318056104,0.6661464937091583,0.2020603015075377,0.7059302041812413,0.6311977147520914
random_forest,0.7083252849140429,0.7244172263927301,0.7162808868053521,0.3547236180904523,0.7429042904290429,0.6821056927157723
log_reg,0.7172067901234568,0.7344922955353616,0.7257466328323248,0.33994974874371864,0.7464622641509434,0.6929198122832075
