model,precision,recall,f1,best_threshold,best_f1,best_accuracy
knn,0.6485167837626854,0.6564598972738048,0.6524641665030434,0.2020603015075377,0.6952796637568703,0.6153846153846154
random_forest,0.7075564278704612,0.7121691031212959,0.709855272226051,0.36949748743718597,0.7364128173116937,0.6769026729238931
log_reg,0.704642166344294,0.719676017384433,0.7120797498045348,0.3596482412060302,0.7426433066848104,0.6912874923485003
