model,precision,recall,f1,best_threshold,best_f1,best_accuracy
knn,0.6493884682585905,0.6608060055314106,0.6550474884950553,0.01,0.6954100935113141,0.564680677412773
random_forest,0.7044074436826641,0.7103911497431845,0.7073866430608833,0.3941206030150754,0.737410071942446,0.6872066925117323
log_reg,0.7048799380325329,0.7190833662583959,0.7119108155681596,0.3596482412060302,0.742215416028586,0.6908794123648235
