base_event_key,phase,years_count,mean_ratio_var,mean_ratio_std,mean_ratio_cv,mean_ratio_autocorr,median_ratio_var,median_ratio_std,median_ratio_cv,median_ratio_autocorr,mode_ratio_var,mode_ratio_std,mode_ratio_cv,mode_ratio_autocorr
wamou,auto,4,0.002941832672546898,0.054238664000387196,0.057358911712475674,-0.3274204540113212,0.002152423469387753,0.04639421805988062,0.04767112314409752,-0.5,0.027777777777777783,0.16666666666666669,0.20000000000000004,-0.9999999999999999
wasam,auto,4,0.03557309840949944,0.1886083200961703,0.18886937256533465,-0.7727196255953485,0.0261877456284626,0.1618262822549619,0.15576477790427892,-0.753786786164491,0.0539058171745152,0.2321762631590818,0.2080825000010639,-0.9746419344069089
wasno,auto,9,0.015219311163468138,0.12336657230979604,0.13126675652827777,0.054040750160575766,0.01928276804860849,0.13886240689476936,0.14372619657109256,-0.0768778301334791,0.36006686404253496,0.6000557174484175,0.6223648764370086,-0.34309099992782116
waspo,auto,5,0.03381183754185322,0.18387995415991712,0.201872097000778,-0.49190624089193574,0.12136306374401615,0.34837201917492766,0.39527126894228626,-0.5984354473199206,0.2614869684499314,0.5113579650791913,0.5310255791206986,0.006553442887549014
wayak,auto,6,0.008020581788420356,0.08955770088842363,0.09660707334508818,-0.05691458986151722,0.009678532170024063,0.09837953125535852,0.10362027604373594,-0.5018696768244232,0.042870370370370364,0.20705161281760248,0.19719201220724045,0.21232763529530627
week0,auto,9,0.024278645567690722,0.15581606325308928,0.30304267187511424,-0.1098046817671117,0.03938806681826579,0.1984642708858846,0.49316806471276803,-0.16597326463978324,0.054760292276159785,0.23400917135052587,0.7042698286457062,0.059490400268580074
wila,auto,7,0.019251818036605677,0.13875092084957735,0.12668190638924637,-0.08983713390078787,0.008547033149853302,0.09245016576433653,0.080905300866285,-0.3293498693262656,0.05086437899259428,0.2255313259673571,0.20336044985531182,-0.5359229326605229
wimi,auto,8,0.005243247098928899,0.07241026929192364,0.0708609817217324,-0.47980038137763137,0.016032963966836733,0.1266213408823202,0.11525063127850355,-0.2618026476297082,0.2631072594986492,0.512939820542965,0.4138856166702703,-0.5200121184081599
abca,endgame,4,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
alhu,endgame,8,0.17707528477621767,0.42080314254555856,2.6457513110645907,-0.16666666666666666,0.4375,0.6614378277661477,2.6457513110645907,-0.16666666666666666,0.4375,0.6614378277661477,2.6457513110645907,-0.16666666666666666
arc,endgame,7,0.5649447191712458,0.7516280457588352,2.4494897427831774,-0.19999999999999998,1.1020408163265307,1.049781318335648,2.4494897427831788,-0.20000000000000007,0.7653061224489797,0.8748177652797064,2.449489742783178,-0.2
arli,endgame,8,2841.7690855006695,53.30824594282454,2.6329469910175267,-0.1633483262038799,0.109375,0.33071891388307384,2.6457513110645907,-0.16666666666666666,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666
ausc,endgame,7,0.045059222039959,0.2122715761470645,2.4494897427831783,-0.19999999999999998,0.03061224489795919,0.1749635530559413,2.4494897427831783,-0.20000000000000004,0.03061224489795919,0.1749635530559413,2.4494897427831783,-0.20000000000000004
ausp,endgame,3,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
azfl,endgame,5,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
azgl,endgame,3,0.14938330629942792,0.3865013664910228,1.414213562373095,,0.22222222222222224,0.4714045207910317,1.4142135623730951,,0.22222222222222224,0.4714045207910317,1.4142135623730951,
azpx,endgame,4,93.17883253701194,9.652918343019998,1.7320508075688772,,0.0,0.0,,,0.0,0.0,,
azva,endgame,3,0.14872597312105804,0.38565006563082294,1.4142135623730951,-1.0,0.22222222222222224,0.4714045207910317,1.4142135623730951,-0.9999999999999999,0.05555555555555556,0.23570226039551584,1.4142135623730951,-0.9999999999999999
bcvi,endgame,7,617.0355862865559,24.84020101139594,2.4279430346597515,-0.19449607868900587,0.03061224489795919,0.1749635530559413,2.4494897427831783,-0.20000000000000004,0.03061224489795919,0.1749635530559413,2.4494897427831783,-0.20000000000000004
caav,endgame,6,0.23065495396361133,0.48026550361608455,2.23606797749979,-0.25,0.3125,0.5590169943749475,2.23606797749979,-0.24999999999999997,0.3125,0.5590169943749475,2.23606797749979,-0.24999999999999997
cada,endgame,8,0.1191399148012017,0.3451665030115201,2.6457513110645907,-0.16666666666666663,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669
cafr,endgame,6,0.11479141286335591,0.3388088146187403,2.23606797749979,-0.24999999999999997,0.13888888888888892,0.372677996249965,2.2360679774997902,-0.24999999999999997,0.03472222222222223,0.1863389981249825,2.2360679774997902,-0.24999999999999997
cala,endgame,6,0.10196639387295449,0.31932177168642056,2.2360679774997894,-0.25000000000000006,0.13888888888888892,0.372677996249965,2.2360679774997902,-0.24999999999999997,0.13888888888888892,0.372677996249965,2.2360679774997902,-0.24999999999999997
camb,endgame,5,0.36653266833270953,0.6054194152260972,2.0,-0.33333333333333337,0.6400000000000002,0.8000000000000002,2.0000000000000004,-0.3333333333333333,0.36,0.6,2.0,-0.3333333333333333
caoc,endgame,5,0.07435413288980677,0.2726795424849594,2.0,-0.3333333333333333,0.16000000000000006,0.4000000000000001,2.0000000000000004,-0.3333333333333333,0.0,0.0,,
caph,endgame,4,0.12587626518236528,0.35479045249606883,1.7320508075688774,-0.5,0.1875,0.4330127018922193,1.7320508075688772,-0.5,0.046875,0.21650635094610965,1.7320508075688772,-0.5
cars,endgame,4,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
carv,endgame,5,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
casd,endgame,7,0.16020485532256126,0.4002559872413669,2.449489742783178,-0.2,0.2755102040816327,0.524890659167824,2.4494897427831788,-0.20000000000000007,0.48979591836734704,0.6998542122237652,2.4494897427831783,-0.20000000000000004
casf,endgame,7,0.12237963914245731,0.34982801366165245,2.449489742783178,-0.19999999999999998,0.2755102040816327,0.524890659167824,2.4494897427831788,-0.20000000000000007,0.48979591836734704,0.6998542122237652,2.4494897427831783,-0.20000000000000004
casj,endgame,8,0.2318614643011125,0.48151995213190546,2.6457513110645907,-0.16666666666666669,0.4375,0.6614378277661477,2.6457513110645907,-0.16666666666666666,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669
cave,endgame,8,138.8265418111094,11.782467560367369,2.5721005335991136,-0.17656182363171763,0.109375,0.33071891388307384,2.6457513110645907,-0.16666666666666666,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669
chcmp,endgame,8,0.31395910652431513,0.5603205390884,2.6457513110645907,-0.16666666666666666,0.4375,0.6614378277661477,2.6457513110645907,-0.16666666666666666,0.4375,0.6614378277661477,2.6457513110645907,-0.16666666666666666
cmptx,endgame,7,1.1631794005337819,1.0785079510758286,2.4494897427831783,-0.19999999999999998,2.4795918367346936,1.5746719775034717,2.449489742783178,-0.2,2.4795918367346936,1.5746719775034717,2.449489742783178,-0.2
code,endgame,8,0.1000126340114606,0.31624774151203133,2.6457513110645903,-0.16666666666666663,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669
cthar,endgame,8,0.11836378491993499,0.3440403826877522,2.6457513110645907,-0.16666666666666666,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669
ctwat,endgame,8,0.035503810195860255,0.18842454775283463,2.6457513110645907,-0.16666666666666669,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666,0.109375,0.33071891388307384,2.6457513110645907,-0.16666666666666666
cur,endgame,7,0.45968538263536657,0.678001019641834,2.4494897427831783,-0.20000000000000004,0.7653061224489797,0.8748177652797064,2.449489742783178,-0.2,0.7653061224489797,0.8748177652797064,2.449489742783178,-0.2
dal,endgame,6,0.64233507405284,0.8014580925119167,2.23606797749979,-0.25000000000000006,1.25,1.118033988749895,2.23606797749979,-0.24999999999999997,0.8680555555555555,0.9316949906249123,2.2360679774997894,-0.25
dar,endgame,3,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
flor,endgame,8,0.062170619455285445,0.2493403686836238,2.6457513110645907,-0.16666666666666666,0.109375,0.33071891388307384,2.6457513110645907,-0.16666666666666666,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666
flta,endgame,4,0.10742225588680412,0.32775334611076684,1.7320508075688774,-0.5000000000000001,0.1875,0.4330127018922193,1.7320508075688772,-0.5,0.1875,0.4330127018922193,1.7320508075688772,-0.5
flwp,endgame,8,0.027412457654551605,0.16556707901799683,2.6457513110645907,-0.16666666666666669,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666
gaalb,endgame,8,0.02311556801074513,0.152038047904941,2.6457513110645907,-0.16666666666666666,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666
gacar,endgame,3,0.09194552249557919,0.30322520095727395,1.414213562373095,-1.0,0.22222222222222224,0.4714045207910317,1.4142135623730951,-0.9999999999999999,0.05555555555555556,0.23570226039551584,1.4142135623730951,-0.9999999999999999
gacmp,endgame,8,0.213293246519976,0.46183681806453675,2.6457513110645907,-0.16666666666666663,0.4375,0.6614378277661477,2.6457513110645907,-0.16666666666666666,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669
gacol,endgame,5,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
gadal,endgame,9,0.009376180381456269,0.0968306789269613,2.82842712474619,-0.1428571428571429,0.024691358024691357,0.15713484026367722,2.82842712474619,-0.14285714285714285,0.0,0.0,,
gagai,endgame,5,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
gagwi,endgame,3,0.064106169706389,0.2531919621678164,1.4142135623730951,,0.05555555555555556,0.23570226039551584,1.4142135623730951,,0.05555555555555556,0.23570226039551584,1.4142135623730951,
gal,endgame,8,0.5404163743086303,0.7351301750769249,2.6457513110645903,-0.16666666666666669,0.984375,0.9921567416492215,2.6457513110645907,-0.16666666666666669,0.984375,0.9921567416492215,2.6457513110645907,-0.16666666666666669
hiho,endgame,8,0.12980090362227123,0.36027892475451745,2.6457513110645907,-0.1666666666666667,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669
hop,endgame,8,0.42077672106302844,0.6486730463515719,2.6457513110645907,-0.16666666666666663,0.68359375,0.8267972847076845,2.6457513110645907,-0.16666666666666666,0.68359375,0.8267972847076845,2.6457513110645907,-0.16666666666666666
iacf,endgame,8,0.09093566685503121,0.3015554125779062,2.6457513110645907,-0.16666666666666663,0.109375,0.33071891388307384,2.6457513110645907,-0.16666666666666666,0.109375,0.33071891388307384,2.6457513110645907,-0.16666666666666666
idbo,endgame,8,0.13096000699700444,0.36188396896934305,2.6457513110645907,-0.1666666666666667,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669
ilch,endgame,9,0.07194734911388442,0.2682300302238443,2.82842712474619,-0.14285714285714293,0.09876543209876543,0.31426968052735443,2.82842712474619,-0.14285714285714285,0.09876543209876543,0.31426968052735443,2.82842712474619,-0.14285714285714285
ilpe,endgame,8,0.1276655475997076,0.35730315923555395,2.6457513110645907,-0.16666666666666666,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669
incmp,endgame,8,0.360247989994104,0.6002066227509524,2.6457513110645907,-0.16666666666666669,0.68359375,0.8267972847076845,2.6457513110645907,-0.16666666666666666,0.68359375,0.8267972847076845,2.6457513110645907,-0.16666666666666666
inmis,endgame,6,0.05632852109395459,0.23733630378421794,2.2360679774997894,-0.24999999999999994,0.13888888888888892,0.372677996249965,2.2360679774997902,-0.24999999999999997,0.03472222222222223,0.1863389981249825,2.2360679774997902,-0.24999999999999997
inwla,endgame,6,0.18112881302033387,0.42559230846002594,2.23606797749979,,0.3125,0.5590169943749475,2.23606797749979,,0.3125,0.5590169943749475,2.23606797749979,
iscmp,endgame,7,0.3091931153835756,0.5560513603828118,2.4494897427831783,-0.19999999999999998,0.48979591836734704,0.6998542122237652,2.4494897427831783,-0.20000000000000004,0.48979591836734704,0.6998542122237652,2.4494897427831783,-0.20000000000000004
isde1,endgame,8,0.05355302945405897,0.2314152748935536,2.6457513110645907,-0.16666666666666666,0.109375,0.33071891388307384,2.6457513110645907,-0.16666666666666666,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666
isde2,endgame,8,0.036078504408949504,0.18994342423192623,2.6457513110645903,-0.16666666666666669,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666
isde3,endgame,7,0.19015561899491493,0.43606836504717345,2.4494897427831783,-0.2,0.2755102040816327,0.524890659167824,2.4494897427831788,-0.20000000000000007,0.2755102040816327,0.524890659167824,2.4494897427831788,-0.20000000000000007
isde4,endgame,7,0.13452759183344043,0.36678003194481623,2.449489742783178,-0.19999999999999996,0.2755102040816327,0.524890659167824,2.4494897427831788,-0.20000000000000007,0.2755102040816327,0.524890659167824,2.4494897427831788,-0.20000000000000007
joh,endgame,3,0.9561344203139654,0.9778212619461522,1.4142135623730954,,1.3888888888888886,1.178511301977579,1.4142135623730947,,1.3888888888888886,1.178511301977579,1.4142135623730947,
ksla,endgame,5,0.0975831585430738,0.3123830317784143,2.0,-0.3333333333333333,0.16000000000000006,0.4000000000000001,2.0000000000000004,-0.3333333333333333,0.16000000000000006,0.4000000000000001,2.0000000000000004,-0.3333333333333333
lake,endgame,8,0.1222732750005235,0.3496759571382103,2.6457513110645907,-0.16666666666666663,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669
mabos,endgame,8,0.14042650991335726,0.3747352530965792,2.6457513110645903,-0.16666666666666666,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669
mabri,endgame,6,0.07484797977343868,0.27358358827502555,2.23606797749979,-0.24999999999999994,0.1388888888888889,0.37267799624996495,2.23606797749979,-0.24999999999999997,0.1388888888888889,0.37267799624996495,2.23606797749979,-0.24999999999999997
marea,endgame,7,0.11221627083360199,0.3349869711400758,2.4494897427831783,-0.2,0.12244897959183676,0.3499271061118826,2.4494897427831783,-0.19999999999999998,0.12244897959183676,0.3499271061118826,2.4494897427831783,-0.19999999999999998
mawne,endgame,5,0.13001386439132556,0.3605743534852771,2.0,-0.3333333333333333,0.16000000000000006,0.4000000000000001,2.0000000000000004,-0.3333333333333333,0.16000000000000006,0.4000000000000001,2.0000000000000004,-0.3333333333333333
mawor,endgame,7,0.13911777837004344,0.3729849572972661,2.449489742783178,-0.2,0.2755102040816327,0.524890659167824,2.4494897427831788,-0.20000000000000007,0.2755102040816327,0.524890659167824,2.4494897427831788,-0.20000000000000007
mdbet,endgame,6,0.02889221671885124,0.16997710645510836,2.2360679774997894,-0.24999999999999997,0.034722222222222224,0.18633899812498247,2.23606797749979,-0.24999999999999997,0.0,0.0,,
mdedg,endgame,3,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
mdowi,endgame,3,145.68397565514815,12.06996170893463,1.4142135623730951,-1.0,0.0,0.0,,,0.0,0.0,,
melew,endgame,7,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
miann,endgame,3,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
mibel,endgame,6,0.1036126147365211,0.32188913423183624,2.2360679774997894,-0.24999999999999997,0.13888888888888892,0.372677996249965,2.2360679774997902,-0.24999999999999997,0.13888888888888892,0.372677996249965,2.2360679774997902,-0.24999999999999997
mibro,endgame,4,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
micen,endgame,4,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
micmp,endgame,8,0.6334132567492489,0.7958726385228034,2.6457513110645907,-0.16666666666666663,1.1552734375,1.07483647011999,2.6457513110645907,-0.16666666666666663,0.4375,0.6614378277661477,2.6457513110645907,-0.16666666666666666
micmp1,endgame,7,0.3695287696071064,0.6078887806228261,2.4494897427831783,-0.2,0.7653061224489797,0.8748177652797064,2.449489742783178,-0.2,0.7653061224489797,0.8748177652797064,2.449489742783178,-0.2
micmp2,endgame,7,0.4200877896944421,0.6481417975215317,2.449489742783178,-0.2,0.7653061224489797,0.8748177652797064,2.449489742783178,-0.2,0.7653061224489797,0.8748177652797064,2.449489742783178,-0.2
micmp3,endgame,7,0.39826882554826265,0.6310854344288598,2.4494897427831783,-0.20000000000000007,0.7653061224489797,0.8748177652797064,2.449489742783178,-0.2,0.7653061224489797,0.8748177652797064,2.449489742783178,-0.2
micmp4,endgame,7,0.37954943435673744,0.6160758349073087,2.4494897427831783,-0.20000000000000004,0.7653061224489797,0.8748177652797064,2.449489742783178,-0.2,0.7653061224489797,0.8748177652797064,2.449489742783178,-0.2
midet,endgame,5,0.046201571926495044,0.2149455092029025,2.0,-0.3333333333333333,0.040000000000000015,0.20000000000000004,2.0000000000000004,-0.3333333333333333,0.040000000000000015,0.20000000000000004,2.0000000000000004,-0.3333333333333333
midtr,endgame,3,0.05506706629438666,0.2346637302490239,1.414213562373095,,0.05555555555555556,0.23570226039551584,1.4142135623730951,,0.05555555555555556,0.23570226039551584,1.4142135623730951,
miesc,endgame,7,0.021927359110230544,0.14807889488455317,2.4494897427831788,-0.2,0.03061224489795919,0.1749635530559413,2.4494897427831783,-0.20000000000000004,0.03061224489795919,0.1749635530559413,2.4494897427831783,-0.20000000000000004
mifor,endgame,4,115.09956342753802,10.72844645918215,1.6807678557612225,-0.48253637918365405,0.046875,0.21650635094610965,1.7320508075688772,,0.046875,0.21650635094610965,1.7320508075688772,
migul,endgame,4,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
mijac,endgame,4,0.06625128658082591,0.25739325278807507,1.7320508075688774,,0.046875,0.21650635094610965,1.7320508075688772,,0.046875,0.21650635094610965,1.7320508075688772,
mike2,endgame,9,0.02922744113903177,0.17096034961075557,2.8284271247461903,-0.14285714285714285,0.024691358024691357,0.15713484026367722,2.82842712474619,-0.14285714285714285,0.09876543209876543,0.31426968052735443,2.82842712474619,-0.14285714285714285
miken,endgame,8,0.10242713872494301,0.3200424014485315,2.6457513110645907,-0.16666666666666666,0.109375,0.33071891388307384,2.6457513110645907,-0.16666666666666666,0.109375,0.33071891388307384,2.6457513110645907,-0.16666666666666666
miket,endgame,8,0.026810352665139894,0.1637386718681323,2.6457513110645907,-0.16666666666666663,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666
mikng,endgame,3,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
mil,endgame,3,1.0105358176526227,1.0052541060113223,1.4142135623730951,,2.0,1.4142135623730951,1.4142135623730951,,1.3888888888888886,1.178511301977579,1.4142135623730947,
milak,endgame,6,0.09483925492550742,0.30795982680458084,2.23606797749979,,0.13888888888888892,0.372677996249965,2.2360679774997902,,0.13888888888888892,0.372677996249965,2.2360679774997902,
milan,endgame,7,0.047009083510920986,0.21681578243043328,2.4494897427831783,-0.20000000000000004,0.12244897959183676,0.3499271061118826,2.4494897427831783,-0.19999999999999998,0.12244897959183676,0.3499271061118826,2.4494897427831783,-0.19999999999999998
miliv,endgame,8,0.0632389947330793,0.2514736461999136,2.645751311064591,-0.16666666666666663,0.109375,0.33071891388307384,2.6457513110645907,-0.16666666666666666,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666
milsu,endgame,7,0.07484824007828919,0.2735840640064571,2.449489742783178,-0.20000000000000004,0.12244897959183676,0.3499271061118826,2.4494897427831783,-0.20000000000000004,0.12244897959183676,0.3499271061118826,2.4494897427831783,-0.20000000000000004
mimar,endgame,4,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
mimcc,endgame,5,0.1509547399239421,0.3885289434829046,2.0,-0.3333333333333333,0.36,0.6,2.0,-0.3333333333333333,0.36,0.6,2.0,-0.3333333333333333
mimid,endgame,8,0.04167406743326315,0.2041422725288987,2.6457513110645903,-0.16666666666666669,0.0615234375,0.24803918541230538,2.6457513110645907,-0.16666666666666669,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666
mimil,endgame,7,0.03528852809143639,0.18785241039559858,2.4494897427831783,-0.19999999999999998,0.03061224489795919,0.1749635530559413,2.4494897427831783,-0.20000000000000004,0.03061224489795919,0.1749635530559413,2.4494897427831783,-0.20000000000000004
mimus,endgame,5,0.10295478966844931,0.3208656878951835,2.0,-0.33333333333333326,0.16000000000000006,0.4000000000000001,2.0000000000000004,-0.3333333333333333,0.040000000000000015,0.20000000000000004,2.0000000000000004,-0.3333333333333333
misal,endgame,3,0.14137246190582411,0.37599529505809526,1.4142135623730954,-1.0,0.22222222222222224,0.4714045207910317,1.4142135623730951,-0.9999999999999999,0.22222222222222224,0.4714045207910317,1.4142135623730951,-0.9999999999999999
mishe,endgame,3,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
misjo,endgame,9,0.028335701220466587,0.1683321158319665,2.8284271247461903,-0.14285714285714285,0.024691358024691357,0.15713484026367722,2.82842712474619,-0.14285714285714285,0.09876543209876543,0.31426968052735443,2.82842712474619,-0.14285714285714285
misou,endgame,4,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
mitry,endgame,8,0.09540732475873492,0.3088807613930251,2.6457513110645907,-0.16666666666666663,0.109375,0.33071891388307384,2.6457513110645907,-0.16666666666666666,0.109375,0.33071891388307384,2.6457513110645907,-0.16666666666666666
mitvc,endgame,9,2.18779243128472,1.4791188022889574,2.412808680300993,-0.1679645517883307,0.09876543209876543,0.31426968052735443,2.82842712474619,-0.14285714285714285,0.2222222222222222,0.4714045207910317,2.8284271247461903,-0.14285714285714288
miwmi,endgame,8,0.14039997654797826,0.37469984860949473,2.6457513110645907,-0.16666666666666666,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669
mndu,endgame,8,0.03086399498071894,0.17568151576281138,2.6457513110645907,-0.16666666666666666,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666
mndu2,endgame,8,0.049288907801371594,0.2220110533315213,2.6457513110645907,-0.16666666666666669,0.109375,0.33071891388307384,2.6457513110645907,-0.16666666666666666,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666
mnmi,endgame,8,0.08705044718923642,0.29504312767667784,2.6457513110645907,-0.16666666666666663,0.109375,0.33071891388307384,2.6457513110645907,-0.16666666666666666,0.109375,0.33071891388307384,2.6457513110645907,-0.16666666666666666
mnmi2,endgame,8,0.16411881822351956,0.40511580840979233,2.6457513110645907,-0.16666666666666666,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669,0.4375,0.6614378277661477,2.6457513110645907,-0.16666666666666666
mokc,endgame,9,0.10576373011020357,0.32521336090358216,2.8284271247461903,-0.14285714285714288,0.2222222222222222,0.4714045207910317,2.8284271247461903,-0.14285714285714288,0.09876543209876543,0.31426968052735443,2.82842712474619,-0.14285714285714285
mose,endgame,3,0.29158855529898214,0.539989402950634,1.4142135623730951,,0.5,0.7071067811865476,1.4142135623730951,,0.5,0.7071067811865476,1.4142135623730951,
mosl,endgame,8,16.943884406184253,4.116294985321661,2.469772242538695,-0.19185377131123582,0.109375,0.33071891388307384,2.6457513110645907,-0.16666666666666666,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666
mrcmp,endgame,8,0.33836240297658987,0.5816892666850488,2.6457513110645903,-0.16666666666666666,0.68359375,0.8267972847076845,2.6457513110645907,-0.16666666666666666,0.68359375,0.8267972847076845,2.6457513110645907,-0.16666666666666666
mslr,endgame,3,0.0823909848052205,0.28703829849903395,1.4142135623730951,,0.05555555555555556,0.23570226039551584,1.4142135623730951,,0.05555555555555556,0.23570226039551584,1.4142135623730951,
mxmo,endgame,7,0.031159620279327362,0.17652087774347647,2.449489742783178,-0.19999999999999996,0.03061224489795919,0.1749635530559413,2.4494897427831783,-0.20000000000000004,0.03061224489795919,0.1749635530559413,2.4494897427831783,-0.20000000000000004
mxto,endgame,7,0.04693377862351154,0.21664205183553709,2.449489742783178,-0.19999999999999998,0.03061224489795919,0.1749635530559413,2.4494897427831783,-0.20000000000000004,0.03061224489795919,0.1749635530559413,2.4494897427831783,-0.20000000000000004
ncash,endgame,8,10037.96144323995,100.18962742340122,2.6418964745086546,-0.16691493056961498,0.02734375,0.16535945694153692,2.6457513110645907,-0.16666666666666666,0.0,0.0,,
nccmp,endgame,8,0.15850151568990697,0.3981224882996525,2.6457513110645907,-0.16666666666666666,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669,0.24609375,0.49607837082461076,2.6457513110645907,-0.16666666666666669
ncgre,endgame,4,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
ncmec,endgame,3,0.07280049947704684,0.26981567685560237,1.414213562373095,,0.22222222222222224,0.4714045207910317,1.4142135623730951,,0.22222222222222224,0.4714045207910317,1.4142135623730951,
ncpem,endgame,7,0.025226604583084355,0.15882885311896058,2.449489742783178,-0.20000000000000007,0.03061224489795919,0.1749635530559413,2.4494897427831783,-0.20000000000000004,0.03061224489795919,0.1749635530559413,2.4494897427831783,-0.20000000000000004
ncwak,endgame,5,0.08081733541460726,0.2842838993235587,2.0,-0.3333333333333335,0.16000000000000006,0.4000000000000001,2.0000000000000004,-0.3333333333333333,0.040000000000000015,0.20000000000000004,2.0000000000000004,-0.3333333333333333
ndgf,endgame,7,0.08247044172406111,0.28717667336338637,2.4494897427831783,-0.2,0.12244897959183676,0.3499271061118826,2.4494897427831783,-0.20000000000000004,0.12244897959183676,0.3499271061118826,2.4494897427831783,-0.20000000000000004
necmp,endgame,8,0.9404840099286063,0.9697855484222304,2.6457513110645903,-0.1666666666666667,1.75,1.3228756555322954,2.6457513110645907,-0.16666666666666666,1.75,1.3228756555322954,2.6457513110645907,-0.16666666666666666
necmp1,endgame,4,0.5863084614600285,0.7657078172906611,1.732050807568877,-0.4999999999999999,1.171875,1.0825317547305484,1.7320508075688774,-0.5,0.75,0.8660254037844386,1.7320508075688772,-0.5
necmp2,endgame,4,0.6419445624972956,0.801214429785994,1.732050807568877,-0.5,1.171875,1.0825317547305484,1.7320508075688774,-0.5,1.171875,1.0825317547305484,1.7320508075688774,-0.5
new,endgame,8,0.43334216885856,0.658287299633344,2.6457513110645907,-0.16666666666666669,0.68359375,0.8267972847076845,2.6457513110645907,-0.16666666666666666,0.4375,0.6614378277661477,2.6457513110645907,-0.16666666666666666
nhdur,endgame,6,0.17276662743734536,0.4156520509240215,2.2360679774997894,-0.25000000000000006,0.3125,0.5590169943749475,2.23606797749979,-0.24999999999999997,0.13888888888888892,0.372677996249965,2.2360679774997902,-0.24999999999999997
nhgrs,endgame,7,0.040159974714269894,0.20039953770972102,2.449489742783178,-0.19999999999999996,0.03061224489795919,0.1749635530559413,2.4494897427831783,-0.19999999999999998,0.03061224489795919,0.1749635530559413,2.4494897427831783,-0.19999999999999998
njbri,endgame,5,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,
