week,event_key,model,num_matches,accuracy
6,2025tnkn,xgboost,95,0.7473684210526316
6,2025txcmp,lightgbm,2,0.5
6,2025txcmp,log_reg,2,0.0
6,2025txcmp,xgboost,2,0.5
6,2025txcmp1,lightgbm,105,0.8
6,2025txcmp1,log_reg,105,0.7714285714285715
6,2025txcmp1,xgboost,105,0.819047619047619
6,2025txcmp2,lightgbm,105,0.7523809523809524
6,2025txcmp2,log_reg,105,0.780952380952381
6,2025txcmp2,xgboost,105,0.7333333333333333
6,2025wimi,lightgbm,94,0.7446808510638298
6,2025wimi,log_reg,94,0.7127659574468085
6,2025wimi,xgboost,94,0.723404255319149
7,2025arc,lightgbm,140,0.7428571428571429
7,2025arc,log_reg,140,0.75
7,2025arc,xgboost,140,0.7642857142857142
7,2025cmptx,lightgbm,16,0.625
7,2025cmptx,log_reg,16,0.6875
7,2025cmptx,xgboost,16,0.5
7,2025cur,lightgbm,143,0.7972027972027972
7,2025cur,log_reg,143,0.8111888111888111
7,2025cur,xgboost,143,0.7832167832167832
7,2025dal,lightgbm,140,0.7285714285714285
7,2025dal,log_reg,140,0.7
7,2025dal,xgboost,140,0.7214285714285714
7,2025gal,lightgbm,140,0.7357142857142858
7,2025gal,log_reg,140,0.75
7,2025gal,xgboost,140,0.7
7,2025hop,lightgbm,141,0.6737588652482269
7,2025hop,log_reg,141,0.6950354609929078
7,2025hop,xgboost,141,0.6595744680851063
7,2025joh,lightgbm,140,0.75
7,2025joh,log_reg,140,0.7285714285714285
7,2025joh,xgboost,140,0.7214285714285714
7,2025mil,lightgbm,141,0.7163120567375887
7,2025mil,log_reg,141,0.6879432624113475
7,2025mil,xgboost,141,0.7163120567375887
7,2025new,lightgbm,140,0.7357142857142858
7,2025new,log_reg,140,0.7428571428571429
7,2025new,xgboost,140,0.7142857142857143
